NUM_FATT,DATA,COD_CLIE,QUANTITA,GRUPPO,PRESTAZION,PREZZO,IVA,ENPAV
371,20/03/2018,6325,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
365,20/03/2018,2300,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
372,21/03/2018,3866,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
373,21/03/2018,4744,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
374,21/03/2018,54,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
375,21/03/2018,2694,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
376,21/03/2018,1900,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
377,21/03/2018,2363,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
377,21/03/2018,2363,1,AMBULATORIO,SOMMINISTRAZIONE,6.43,1.44,0.13
378,21/03/2018,6183,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
379,21/03/2018,3742,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
380,21/03/2018,2024,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
381,22/03/2018,793,1,AMBULATORIO,VISITA,24.11,5.41,0.48
381,22/03/2018,793,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
382,22/03/2018,6262,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
382,22/03/2018,6262,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
382,22/03/2018,6262,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
383,22/03/2018,2364,1,AMBULATORIO,TERAPIA S.C.,20.09,4.51,0.40
382,22/03/2018,6262,1,AMBULATORIO,SOMMINISTRAZIONE,5.63,1.26,0.11
384,22/03/2018,6313,1,AMBULATORIO,SMALTIMENTO CARCASSA,40.18,9.02,0.80
385,22/03/2018,6283,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
386,22/03/2018,6221,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
387,22/03/2018,4007,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
387,22/03/2018,4007,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,4.02,0.90,0.08
388,22/03/2018,4182,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
389,23/03/2018,6029,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
390,23/03/2018,3666,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
391,23/03/2018,6326,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
392,23/03/2018,6327,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
393,23/03/2018,6227,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
394,23/03/2018,5993,1,VACCINAZIONI,NOBIVAC MYXO-RHD,48.22,10.82,0.96
395,26/03/2018,1900,1,AMBULATORIO,VISITA + TERAPIA,48.22,10.82,0.96
396,26/03/2018,2364,1,AMBULATORIO,VISITA+ SEDAZIONE,40.18,9.02,0.80
396,26/03/2018,2364,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
396,26/03/2018,2364,1,ANALISI,PROFILO BIOCHIMICO 10,24.11,5.41,0.48
396,26/03/2018,2364,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
397,26/03/2018,4756,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
398,27/03/2018,5997,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
398,27/03/2018,5997,1,ANALISI,TEST GIARDIA,12.06,2.70,0.24
399,27/03/2018,2333,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
400,27/03/2018,6328,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
401,27/03/2018,6105,1,AMBULATORIO,VISITA ORTOPEDICA,40.18,9.02,0.80
402,27/03/2018,2024,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
402,27/03/2018,2024,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
402,27/03/2018,2024,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
403,27/03/2018,6223,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
403,27/03/2018,6223,1,AMBULATORIO,VISITA ORTOPEDICA,40.18,9.02,0.80
404,27/03/2018,6329,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
405,27/03/2018,6330,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
406,27/03/2018,4718,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
407,27/03/2018,6331,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
408,27/03/2018,2853,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
408,27/03/2018,2853,1,ANALISI,PROFILO COAGULATIVO,20.09,4.51,0.40
408,27/03/2018,2853,1,AMBULATORIO,TERAPIA,16.07,3.61,0.32
409,29/03/2018,6332,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
410,29/03/2018,6333,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
411,29/03/2018,5685,1,AMBULATORIO,VISITA + TERAPIA,36.17,8.11,0.72
412,30/03/2018,2921,1,AMBULATORIO,VISITA,24.11,5.41,0.48
412,30/03/2018,2921,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
412,30/03/2018,2921,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
412,30/03/2018,2921,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
413,30/03/2018,5249,1,AMBULATORIO,VISITA,24.11,5.41,0.48
414,30/03/2018,1097,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
415,03/04/2018,4230,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
416,03/04/2018,5694,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
417,03/04/2018,6308,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
418,03/04/2018,6334,1,AMBULATORIO,VISITA + TERAPIA,32.15,7.21,0.64
418,03/04/2018,6334,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
418,03/04/2018,6334,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
419,03/04/2018,3157,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
420,03/04/2018,6271,1,VACCINAZIONI,VACCINO VERSIFEL CVR,24.11,5.41,0.48
421,03/04/2018,5297,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
422,03/04/2018,6223,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
422,03/04/2018,6223,1,AMBULATORIO,INDAGINE XGRAFICA,120.54,27.05,2.41
422,03/04/2018,6223,1,ANESTESIA,ANESTESIA,100.45,22.54,2.01
423,03/04/2018,2886,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
424,03/04/2018,5137,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
425,03/04/2018,6326,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
425,03/04/2018,6326,1,ANALISI,TEST ANGIO DETECT,20.09,4.51,0.40
425,03/04/2018,6326,1,AMBULATORIO,TERAPIA,8.04,1.80,0.16
426,04/04/2018,6296,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
427,04/04/2018,4275,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
428,04/04/2018,6335,1,AMBULATORIO,VISITA,24.11,5.41,0.48
428,04/04/2018,6335,1,AMBULATORIO,INDAGINE XGRAFICA,32.15,7.21,0.64
429,04/04/2018,6309,1,AMBULATORIO,VISITA,24.11,5.41,0.48
429,04/04/2018,6309,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
429,04/04/2018,6309,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
429,04/04/2018,6309,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
429,04/04/2018,6309,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
429,04/04/2018,6309,1,AMBULATORIO,CATETERIZZAZIONE + ANESTESIA,40.18,9.02,0.80
430,04/04/2018,6324,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
430,04/04/2018,6324,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,6.83,1.53,0.14
431,04/04/2018,3009,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
431,04/04/2018,3009,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
432,05/04/2018,4146,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
433,05/04/2018,6316,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
434,05/04/2018,6276,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
435,05/04/2018,4937,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
435,05/04/2018,4937,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
435,05/04/2018,4937,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
435,05/04/2018,4937,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
436,05/04/2018,6336,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
436,05/04/2018,6336,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
436,05/04/2018,6336,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
437,05/04/2018,2024,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
437,05/04/2018,2024,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
438,05/04/2018,6275,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
439,05/04/2018,5144,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
439,05/04/2018,5144,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
439,05/04/2018,5144,1,ANALISI,PROFILO COAGULATIVO,20.09,4.51,0.40
439,05/04/2018,5144,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
440,06/04/2018,98,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
440,06/04/2018,98,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
441,06/04/2018,3328,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
442,06/04/2018,716,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
442,06/04/2018,716,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
442,06/04/2018,716,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
443,06/04/2018,6336,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
443,06/04/2018,6336,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
443,06/04/2018,6336,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
443,06/04/2018,6336,1,AMBULATORIO,TERAPIA,28.13,6.31,0.56
444,06/04/2018,6058,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
444,06/04/2018,6058,1,ANALISI,PROFILO RENALE + PRELIEVO,16.07,3.61,0.32
444,06/04/2018,6058,1,AMBULATORIO,TERAPIA,8.04,1.80,0.16
445,06/04/2018,3125,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
445,06/04/2018,3125,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
445,06/04/2018,3125,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
445,06/04/2018,3125,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
445,06/04/2018,3125,1,AMBULATORIO,VISITA,24.11,5.41,0.48
446,06/04/2018,5280,1,AMBULATORIO,TERAPIA,24.11,5.41,0.48
446,06/04/2018,5280,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
447,09/04/2018,6194,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
448,09/04/2018,5401,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
448,09/04/2018,5401,1,AMBULATORIO,TERAPIA,9.65,2.16,0.19
449,09/04/2018,5736,1,AMBULATORIO,VISITA,24.11,5.41,0.48
449,09/04/2018,5736,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
449,09/04/2018,5736,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
449,09/04/2018,5736,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
450,09/04/2018,306,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
450,09/04/2018,306,1,AMBULATORIO,TERAPIA,9.65,2.16,0.19
451,09/04/2018,6227,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
452,09/04/2018,105,1,AMBULATORIO,VISITA+ SEDAZIONE,40.18,9.02,0.80
452,09/04/2018,105,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
452,09/04/2018,105,1,AMBULATORIO,SOMMINISTRAZIONE,9.65,2.16,0.19
452,09/04/2018,105,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
452,09/04/2018,105,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
453,09/04/2018,2300,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
453,09/04/2018,2300,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,14.06,3.16,0.28
454,09/04/2018,3672,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
455,10/04/2018,6338,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
456,10/04/2018,3418,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
457,10/04/2018,4298,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
458,10/04/2018,6330,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
459,10/04/2018,4007,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
460,10/04/2018,6183,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
461,10/04/2018,6339,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
462,10/04/2018,6257,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
463,11/04/2018,5144,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
464,11/04/2018,3292,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
465,11/04/2018,5354,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
466,11/04/2018,5309,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
467,11/04/2018,6321,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
468,12/04/2018,11,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
468,12/04/2018,11,1,AMBULATORIO,TERAPIA,20.09,4.51,0.40
469,12/04/2018,4234,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
469,12/04/2018,4234,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
470,12/04/2018,6241,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
471,13/04/2018,2634,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
471,13/04/2018,2634,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
471,13/04/2018,2634,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
471,13/04/2018,2634,1,CHIRURGIA,ACCONTO SU INTERVENTO CHIRURGICO,80.36,18.03,1.61
472,13/04/2018,5688,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
473,13/04/2018,105,1,ANALISI,ESAME DELLE URINE PU/CU,32.15,7.21,0.64
474,13/04/2018,6340,1,AMBULATORIO,VISITA,24.11,5.41,0.48
474,13/04/2018,6340,1,AMBULATORIO,SOMMINISTRAZIONE,8.04,1.80,0.16
475,13/04/2018,4426,1,AMBULATORIO,VISITA,24.11,5.41,0.48
475,13/04/2018,4426,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
475,13/04/2018,4426,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
476,13/04/2018,105,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
477,16/04/2018,6287,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
478,16/04/2018,6266,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
479,16/04/2018,5280,1,AMBULATORIO,TERAPIA,24.11,5.41,0.48
479,16/04/2018,5280,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
480,16/04/2018,3580,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
481,16/04/2018,5155,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
482,16/04/2018,6341,1,AMBULATORIO,SOMMINISTRAZIONE,8.04,1.80,0.16
482,16/04/2018,6341,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
483,16/04/2018,5736,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,401.80,90.16,8.04
484,16/04/2018,5942,1,AMBULATORIO,VISITA,24.11,5.41,0.48
484,16/04/2018,5942,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
485,16/04/2018,1471,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
485,16/04/2018,1471,1,AMBULATORIO,TERAPIA,8.04,1.80,0.16
486,16/04/2018,1047,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
487,16/04/2018,5574,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
488,16/04/2018,4078,1,AMBULATORIO,VISITA + TERAPIA,52.24,11.72,1.04
488,16/04/2018,4078,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
488,16/04/2018,4078,1,ANALISI,ESAMI DI LABORATORIO,8.04,1.80,0.16
488,16/04/2018,4078,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
489,17/04/2018,6328,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
490,17/04/2018,4991,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
491,17/04/2018,6310,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
492,17/04/2018,6336,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
492,17/04/2018,6336,1,AMBULATORIO,TERAPIA,18.48,4.15,0.37
493,17/04/2018,5656,2,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,60.27,13.52,1.21
494,17/04/2018,6342,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
495,18/04/2018,6249,1,ANALISI,VACCICHECK CANINO IGG,32.15,7.21,0.64
496,18/04/2018,1415,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
497,18/04/2018,6329,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
498,19/04/2018,6221,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
498,19/04/2018,6221,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
498,19/04/2018,6221,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,24.11,5.41,0.48
499,20/04/2018,4743,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
500,20/04/2018,5781,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
501,20/04/2018,4263,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
502,20/04/2018,4322,1,AMBULATORIO,TERAPIA,25.72,5.77,0.51
502,20/04/2018,4322,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
503,20/04/2018,3991,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
504,20/04/2018,5999,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
505,20/04/2018,1047,1,AMBULATORIO,VISITA,24.11,5.41,0.48
505,20/04/2018,1047,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
505,20/04/2018,1047,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
506,23/04/2018,2024,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
507,23/04/2018,3742,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
508,23/04/2018,6343,1,AMBULATORIO,VISITA,24.11,5.41,0.48
508,23/04/2018,6343,1,AMBULATORIO,SOMMINISTRAZIONE,24.11,5.41,0.48
509,23/04/2018,6339,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
510,23/04/2018,6345,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
511,23/04/2018,6346,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
512,23/04/2018,6320,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
513,24/04/2018,511,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
513,24/04/2018,511,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
514,24/04/2018,511,2,VACCINAZIONI,NOBIVAC MYXO-RHD,80.36,18.03,1.61
514,24/04/2018,511,2,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
515,24/04/2018,6347,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
515,24/04/2018,6347,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
516,24/04/2018,6332,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
517,24/04/2018,6348,1,AMBULATORIO,VISITA,24.11,5.41,0.48
517,24/04/2018,6348,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
517,24/04/2018,6348,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
518,26/04/2018,5401,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
519,26/04/2018,6249,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
520,26/04/2018,6037,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
521,26/04/2018,3661,1,AMBULATORIO,VISITA,24.11,5.41,0.48
521,26/04/2018,3661,1,AMBULATORIO,TERAPIA,14.46,3.25,0.29
521,26/04/2018,3661,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
521,26/04/2018,3661,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
521,26/04/2018,3661,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
521,26/04/2018,3661,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
521,26/04/2018,3661,1,ANALISI,ESAMI DI LABORATORIO,48.22,10.82,0.96
522,26/04/2018,4298,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
523,26/04/2018,3292,1,ANALISI,ESAMI DI LABORATORIO,48.22,10.82,0.96
524,27/04/2018,4230,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
525,27/04/2018,5736,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
525,27/04/2018,5736,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
526,27/04/2018,1633,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
526,27/04/2018,1633,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
526,27/04/2018,1633,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
527,02/05/2018,4475,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
527,02/05/2018,4475,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
528,02/05/2018,6066,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
529,02/05/2018,6350,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
530,02/05/2018,6291,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
531,02/05/2018,2785,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
532,02/05/2018,3430,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
533,03/05/2018,6276,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
534,03/05/2018,5402,1,AMBULATORIO,TERAPIA,29.74,6.67,0.59
534,03/05/2018,5402,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
534,03/05/2018,5402,1,AMBULATORIO,VISITA,24.11,5.41,0.48
535,03/05/2018,6149,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
536,03/05/2018,6262,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
537,03/05/2018,4146,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
537,03/05/2018,4146,1,AMBULATORIO,TERAPIA,9.65,2.16,0.19
538,03/05/2018,6308,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
539,03/05/2018,4882,1,VACCINAZIONI,VACCINO VERSIFEL CVR,32.15,7.21,0.64
539,03/05/2018,4882,1,AMBULATORIO,SOMMINISTRAZIONE,9.65,2.16,0.19
540,04/05/2018,3736,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
540,04/05/2018,3736,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
540,04/05/2018,3736,1,ANALISI,PROFILO BIOCHIMICO 10,24.11,5.41,0.48
541,04/05/2018,2397,1,AMBULATORIO,VISITA,24.11,5.41,0.48
541,04/05/2018,2397,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
542,04/05/2018,1633,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
543,04/05/2018,4653,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
544,04/05/2018,6275,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
545,04/05/2018,6352,1,AMBULATORIO,VISITA+ES. COPROLOGICO,29.74,6.67,0.59
